Year,Month,CO2,Temp,CO2_emissions,time_index,CO2_growth,CO2_ma12,Temp_ma12,CO2_lag1,CO2_lag12,Temp_lag1,Month_sin,Month_cos
2000,9,367.15,0.38,25511.482,510,-0.0030412469112336415,369.3008333333333,0.41333333333333333,368.27,364.95,0.42,-1.0,-1.8369701987210297e-16
2000,10,367.18,0.26,25511.482,511,8.171047255900454e-05,369.4391666666667,0.4066666666666667,367.15,365.52,0.38,-0.8660254037844386,0.5000000000000001
2000,11,368.53,0.3,25511.482,512,0.003676670842638341,369.57666666666665,0.4008333333333334,367.18,366.88,0.26,-0.5000000000000004,0.8660254037844384
2000,12,369.83,0.27,25511.482,513,0.003527528288063353,369.7075,0.38999999999999996,368.53,368.26,0.3,-2.4492935982947064e-16,1.0
2001,1,370.76,0.45,25692.994,514,0.0025146689019279744,369.81666666666666,0.4066666666666667,369.83,369.45,0.27,0.49999999999999994,0.8660254037844387
2001,2,371.69,0.43,25692.994,515,0.0025083612040133207,369.9816666666666,0.39666666666666667,370.76,369.71,0.45,0.8660254037844386,0.5000000000000001
2001,3,372.63,0.55,25692.994,516,0.002528989211439736,370.1383333333333,0.39666666666666667,371.69,370.75,0.43,1.0,6.123233995736766e-17
2001,4,373.55,0.5,25692.994,517,0.0024689370152699563,370.26916666666665,0.3916666666666666,372.63,371.98,0.55,0.8660254037844387,-0.4999999999999998
2001,5,374.03,0.57,25692.994,518,0.0012849685450406767,370.4591666666667,0.41,373.55,371.75,0.5,0.49999999999999994,-0.8660254037844387
2001,6,373.4,0.52,25692.994,519,-0.0016843568697697542,370.58666666666664,0.41999999999999993,374.03,371.87,0.57,1.2246467991473532e-16,-1.0
2001,7,371.68,0.59,25692.994,520,-0.004606320299946343,370.72499999999997,0.4366666666666667,373.4,370.02,0.52,-0.4999999999999997,-0.8660254037844388
2001,8,369.78,0.48,25692.994,521,-0.005111924235901899,370.85083333333336,0.44166666666666665,371.68,368.27,0.59,-0.8660254037844384,-0.5000000000000004
2001,9,368.34,0.51,25692.994,522,-0.003894207366542224,370.95,0.45249999999999996,369.78,367.15,0.48,-1.0,-1.8369701987210297e-16
2001,10,368.61,0.49,25692.994,523,0.0007330184069067602,371.06916666666666,0.4716666666666666,368.34,367.18,0.51,-0.8660254037844386,0.5000000000000001
2001,11,369.94,0.72,25692.994,524,0.003608149534738647,371.18666666666667,0.5066666666666666,368.61,368.53,0.49,-0.5000000000000004,0.8660254037844384
2001,12,371.42,0.55,25692.994,525,0.004000648753851976,371.31916666666666,0.53,369.94,369.83,0.72,-2.4492935982947064e-16,1.0
2002,1,372.7,0.76,26265.332,526,0.0034462333746163587,371.48083333333335,0.5558333333333333,371.42,370.76,0.55,0.49999999999999994,0.8660254037844387
2002,2,373.37,0.78,26265.332,527,0.0017976925140863464,371.62083333333334,0.5850000000000001,372.7,371.69,0.76,0.8660254037844386,0.5000000000000001
2002,3,374.3,0.88,26265.332,528,0.002490826793797085,371.76,0.6124999999999999,373.37,372.63,0.78,1.0,6.123233995736766e-17
2002,4,375.19,0.57,26265.332,529,0.0023777718407693715,371.8966666666667,0.6183333333333333,374.3,373.55,0.88,0.8660254037844387,-0.4999999999999998
2002,5,375.93,0.64,26265.332,530,0.001972334017431132,372.055,0.6241666666666666,375.19,374.03,0.57,0.49999999999999994,-0.8660254037844387
2002,6,375.69,0.53,26265.332,531,-0.0006384167265182095,372.24583333333334,0.625,375.93,373.4,0.64,1.2246467991473532e-16,-1.0
2002,7,374.16,0.61,26265.332,532,-0.004072506587878277,372.45250000000004,0.6266666666666666,375.69,371.68,0.53,-0.4999999999999997,-0.8660254037844388
2002,8,372.03,0.53,26265.332,533,-0.0056927517639513425,372.64000000000004,0.6308333333333334,374.16,369.78,0.61,-0.8660254037844384,-0.5000000000000004
2002,9,370.92,0.63,26265.332,534,-0.002983630352390798,372.855,0.6408333333333333,372.03,368.34,0.53,-1.0,-1.8369701987210297e-16
2002,10,370.73,0.54,26265.332,535,-0.0005122398360832836,373.0316666666666,0.645,370.92,368.61,0.63,-0.8660254037844386,0.5000000000000001
2002,11,372.43,0.59,26265.332,536,0.004585547433442194,373.2391666666667,0.6341666666666667,370.73,369.94,0.54,-0.5000000000000004,0.8660254037844384
2002,12,373.98,0.44,26265.332,537,0.004161855919233126,373.45250000000004,0.625,372.43,371.42,0.59,-2.4492935982947064e-16,1.0
2003,1,375.07,0.74,27652.691,538,0.0029145943633348548,373.65000000000003,0.6233333333333334,373.98,372.7,0.44,0.49999999999999994,0.8660254037844387
2003,2,375.82,0.58,27652.691,539,0.0019996267363424636,373.8541666666667,0.6066666666666666,375.07,373.37,0.74,0.8660254037844386,0.5000000000000001
2003,3,376.64,0.6,27652.691,540,0.0021818955883134983,374.0491666666667,0.5833333333333334,375.82,374.3,0.58,1.0,6.123233995736766e-17
2003,4,377.92,0.55,27652.691,541,0.003398470688190436,374.27666666666664,0.5816666666666667,376.64,375.19,0.6,0.8660254037844387,-0.4999999999999998
2003,5,378.78,0.6,27652.691,542,0.0022756138865367426,374.51416666666665,0.5783333333333333,377.92,375.93,0.55,0.49999999999999994,-0.8660254037844387
2003,6,378.46,0.47,27652.691,543,-0.0008448175722054474,374.74499999999995,0.5733333333333334,378.78,375.69,0.6,1.2246467991473532e-16,-1.0
